City,State,abbreviation,,,
Richmond,Virginia,VA,,,
Roanoke,Virginia,VA,,,
Rockville,Virginia,VA,,,
Rocky Mount,Virginia,VA,,,
Round Hill,Virginia,VA,,,
Ruckersville,Virginia,VA,,,
Rustburg,Virginia,VA,,,
Salem,Virginia,VA,,,
Saltville,Virginia,VA,,,
Saluda,Virginia,VA,,,
Sandston,Virginia,VA,,,
Scottsville,Virginia,VA,,,
Shawsville,Virginia,VA,,,
Shenandoah,Virginia,VA,,,
Smithfield,Virginia,VA,,,
South Boston,Virginia,VA,,,
South Hill,Virginia,VA,,,
Sperryville,Virginia,VA,,,
Spotsylvania,Virginia,VA,,,
Springfield,Virginia,VA,,,
Stafford,Virginia,VA,,,
Stanardsville,Virginia,VA,,,
Stanley,Virginia,VA,,,
Staunton,Virginia,VA,,,
Steeles Tavern,Virginia,VA,,,
Stephens City,Virginia,VA,,,
Sterling,Virginia,VA,,,
Strasburg,Virginia,VA,,,
Stuart,Virginia,VA,,,
Stuarts Draft,Virginia,VA,,,
Studley,Virginia,VA,,,
Suffolk,Virginia,VA,,,
Surry,Virginia,VA,,,
Sussex,Virginia,VA,,,
Sweet Briar,Virginia,VA,,,
Tappahannock,Virginia,VA,,,
Tazewell,Virginia,VA,,,
The Plains,Virginia,VA,,,
Toano,Virginia,VA,,,
Triangle,Virginia,VA,,,
Troutville,Virginia,VA,,,
Troy,Virginia,VA,,,
Upperville,Virginia,VA,,,
Urbanna,Virginia,VA,,,
Vansant,Virginia,VA,,,
Verona,Virginia,VA,,,
Victoria,Virginia,VA,,,
Vienna,Virginia,VA,,,
Vinton,Virginia,VA,,,
Virgilina,Virginia,VA,,,
Virginia Beach,Virginia,VA,,,
Wakefield,Virginia,VA,,,
Walkerton,Virginia,VA,,,
Wallops Island,Virginia,VA,,,
Warm Springs,Virginia,VA,,,
Warrenton,Virginia,VA,,,
Warsaw,Virginia,VA,,,
Washington,Virginia,VA,,,
Waterford,Virginia,VA,,,
Wattsville,Virginia,VA,,,
Waverly,Virginia,VA,,,
Waynesboro,Virginia,VA,,,
Weber City,Virginia,VA,,,
West Point,Virginia,VA,,,
Weyers Cave,Virginia,VA,,,
White Stone,Virginia,VA,,,
Williamsburg,Virginia,VA,,,
Winchester,Virginia,VA,,,
Wirtz,Virginia,VA,,,
Wise,Virginia,VA,,,
Woodberry Forest,Virginia,VA,,,
Woodbridge,Virginia,VA,,,
Woodlawn,Virginia,VA,,,
Woodstock,Virginia,VA,,,
Wytheville,Virginia,VA,,,
Yorktown,Virginia,VA,,,
Aquia Harbour,Virginia,VA,,,
Bailey s Crossroads,Virginia,VA,,,
Belle Haven,Virginia,VA,,,
Bellwood,Virginia,VA,,,
Bon Air,Virginia,VA,,,
Brambleton,Virginia,VA,,,
Brightwood,Virginia,VA,,,
Bull Run,Virginia,VA,,,
Cave Spring,Virginia,VA,,,
Chamberlayne,Virginia,VA,,,
Chilhowie,Virginia,VA,,,
Crozet,Virginia,VA,,,
Dale City,Virginia,VA,,,
Dumbarton,Virginia,VA,,,
East Highland Park,Virginia,VA,,,
Falmouth,Virginia,VA,,,
Fort Hunt,Virginia,VA,,,
Franconia,Virginia,VA,,,
Groveton,Virginia,VA,,,
Hollins,Virginia,VA,,,
Hybla Valley,Virginia,VA,,,
Idylwood,Virginia,VA,,,
Lake Monticello,Virginia,VA,,,
Lake Ridge,Virginia,VA,,,
Lakeside,Virginia,VA,,,
Laurel,Virginia,VA,,,
Lincolnia,Virginia,VA,,,
Manassas Park,Virginia,VA,,,
Mantua,Virginia,VA,,,
Massanutten,Virginia,VA,,,
Matoaca,Virginia,VA,,,
Montclair,Virginia,VA,,,
Montrose,Virginia,VA,,,
North Springfield,Virginia,VA,,,
Pennington Gap,Virginia,VA,,,
Potomac Falls,Virginia,VA,,,
Rose Hill,Virginia,VA,,,
Short Pump,Virginia,VA,,,
Timberlake,Virginia,VA,,,
Tuckahoe,Virginia,VA,,,
Tysons Corner,Virginia,VA,,,
West Falls Church,Virginia,VA,,,
West Springfield,Virginia,VA,,,
Wolf Trap,Virginia,VA,,,
Woodlake,Virginia,VA,,,
Wyndham,Virginia,VA,,,
Arlington,Vermont,VT,,,
Bakersfield,Vermont,VT,,,
Barre,Vermont,VT,,,
Bennington,Vermont,VT,,,
Bethel,Vermont,VT,,,
Bradford,Vermont,VT,,,
Brandon,Vermont,VT,,,
Brattleboro,Vermont,VT,,,
Bristol,Vermont,VT,,,
Brookfield,Vermont,VT,,,
Burlington,Vermont,VT,,,
Cabot,Vermont,VT,,,
Castleton,Vermont,VT,,,
Cavendish,Vermont,VT,,,
Charlotte,Vermont,VT,,,
Chelsea,Vermont,VT,,,
Chester,Vermont,VT,,,
Chittenden,Vermont,VT,,,
Colchester,Vermont,VT,,,
Craftsbury,Vermont,VT,,,
Danby,Vermont,VT,,,
Danville,Vermont,VT,,,
Dorset,Vermont,VT,,,
East Montpelier,Vermont,VT,,,
Essex,Vermont,VT,,,
Fairlee,Vermont,VT,,,
Franklin,Vermont,VT,,,
Grafton,Vermont,VT,,,
Grand Isle,Vermont,VT,,,
Hartford,Vermont,VT,,,
Hartland,Vermont,VT,,,
Highgate Center,Vermont,VT,,,
Hinesburg,Vermont,VT,,,
Jericho,Vermont,VT,,,
Johnson,Vermont,VT,,,
Killington,Vermont,VT,,,
Londonderry,Vermont,VT,,,
Ludlow,Vermont,VT,,,
Lunenburg,Vermont,VT,,,
Manchester,Vermont,VT,,,
Marlboro,Vermont,VT,,,
Middlebury,Vermont,VT,,,
Middletown Springs,Vermont,VT,,,
Milton,Vermont,VT,,,
Montpelier,Vermont,VT,,,
Moretown,Vermont,VT,,,
Morgan,Vermont,VT,,,
Mount Holly,Vermont,VT,,,
Newbury,Vermont,VT,,,
Newport,Vermont,VT,,,
North Hero,Vermont,VT,,,
Northfield,Vermont,VT,,,
Norton,Vermont,VT,,,
Norwich,Vermont,VT,,,
Pittsfield,Vermont,VT,,,
Pittsford,Vermont,VT,,,
Plainfield,Vermont,VT,,,
Plymouth,Vermont,VT,,,
Pownal,Vermont,VT,,,
Proctor,Vermont,VT,,,
Putney,Vermont,VT,,,
Randolph,Vermont,VT,,,
Reading,Vermont,VT,,,
Richford,Vermont,VT,,,
Richmond,Vermont,VT,,,
Rochester,Vermont,VT,,,
Rutland,Vermont,VT,,,
Shelburne,Vermont,VT,,,
Shoreham,Vermont,VT,,,
South Burlington,Vermont,VT,,,
Springfield,Vermont,VT,,,
Saint Albans City,Vermont,VT,,,
Stamford,Vermont,VT,,,
Stockbridge,Vermont,VT,,,
Stowe,Vermont,VT,,,
Swanton,Vermont,VT,,,
Townshend,Vermont,VT,,,
Troy,Vermont,VT,,,
Tunbridge,Vermont,VT,,,
Underhill,Vermont,VT,,,
Vergennes,Vermont,VT,,,
Vernon,Vermont,VT,,,
Waitsfield,Vermont,VT,,,
Wardsboro,Vermont,VT,,,
Washington,Vermont,VT,,,
Waterbury,Vermont,VT,,,
West Pawlet,Vermont,VT,,,
Westford,Vermont,VT,,,
Weston,Vermont,VT,,,
Williamstown,Vermont,VT,,,
Williston,Vermont,VT,,,
Wilmington,Vermont,VT,,,
Windsor,Vermont,VT,,,
Winooski,Vermont,VT,,,
Wolcott,Vermont,VT,,,
Woodstock,Vermont,VT,,,
Alburgh,Vermont,VT,,,
Arlington,Vermont,VT,,,
Bennington,Vermont,VT,,,
Bradford,Vermont,VT,,,
Brandon,Vermont,VT,,,
Brattleboro,Vermont,VT,,,
Bristol,Vermont,VT,,,
Cabot,Vermont,VT,,,
Cornwall,Vermont,VT,,,
Jay,Vermont,VT,,,
Jericho,Vermont,VT,,,
Johnson,Vermont,VT,,,
Ludlow,Vermont,VT,,,
Lyndon,Vermont,VT,,,
Manchester,Vermont,VT,,,
Middlebury,Vermont,VT,,,
Milton,Vermont,VT,,,
Morristown,Vermont,VT,,,
Northfield,Vermont,VT,,,
Town of Rockingham,Vermont,VT,,,
Royalton,Vermont,VT,,,
Springfield,Vermont,VT,,,
Saint Johnsbury,Vermont,VT,,,
Swanton,Vermont,VT,,,
Warren,Vermont,VT,,,
Waterbury,Vermont,VT,,,
Aberdeen,Washington,WA,,,
Acme,Washington,WA,,,
Addy,Washington,WA,,,
Adna,Washington,WA,,,
Airway Heights,Washington,WA,,,
Almira,Washington,WA,,,
Amanda Park,Washington,WA,,,
Anacortes,Washington,WA,,,
Anatone,Washington,WA,,,
Arlington,Washington,WA,,,
Asotin,Washington,WA,,,
Auburn,Washington,WA,,,
Bainbridge Island,Washington,WA,,,
Battle Ground,Washington,WA,,,
Belfair,Washington,WA,,,
Bellevue,Washington,WA,,,
Bellingham,Washington,WA,,,
Benge,Washington,WA,,,
Benton City,Washington,WA,,,
Bickleton,Washington,WA,,,
Bingen,Washington,WA,,,
Black Diamond,Washington,WA,,,
Blaine,Washington,WA,,,
Bothell,Washington,WA,,,
Bow,Washington,WA,,,
Bremerton,Washington,WA,,,
Brewster,Washington,WA,,,
Bridgeport,Washington,WA,,,
Brinnon,Washington,WA,,,
Brush Prairie,Washington,WA,,,
Buckley,Washington,WA,,,
Buena,Washington,WA,,,
Burbank,Washington,WA,,,
Burlington,Washington,WA,,,
Camas,Washington,WA,,,
Carbonado,Washington,WA,,,
Carnation,Washington,WA,,,
Cashmere,Washington,WA,,,
Castle Rock,Washington,WA,,,
Cathlamet,Washington,WA,,,
Centerville,Washington,WA,,,
Centralia,Washington,WA,,,
Chehalis,Washington,WA,,,
Chelan,Washington,WA,,,
Cheney,Washington,WA,,,
Chewelah,Washington,WA,,,
Chimacum,Washington,WA,,,
Clarkston,Washington,WA,,,
Cle Elum,Washington,WA,,,
Clear Lake,Washington,WA,,,
Clinton,Washington,WA,,,
Colfax,Washington,WA,,,
College Place,Washington,WA,,,
Colton,Washington,WA,,,
Colville,Washington,WA,,,
Concrete,Washington,WA,,,
Connell,Washington,WA,,,
Conway,Washington,WA,,,
Cosmopolis,Washington,WA,,,
Coulee City,Washington,WA,,,
Coulee Dam,Washington,WA,,,
Coupeville,Washington,WA,,,
Cowiche,Washington,WA,,,
Creston,Washington,WA,,,
Curlew,Washington,WA,,,
Cusick,Washington,WA,,,
Custer,Washington,WA,,,
Dallesport,Washington,WA,,,
Danville,Washington,WA,,,
Darrington,Washington,WA,,,
Davenport,Washington,WA,,,
Dayton,Washington,WA,,,
Deer Park,Washington,WA,,,
Deming,Washington,WA,,,
Dixie,Washington,WA,,,
DuPont,Washington,WA,,,
Duvall,Washington,WA,,,
East Wenatchee,Washington,WA,,,
Easton,Washington,WA,,,
Eatonville,Washington,WA,,,
Edmonds,Washington,WA,,,
Ellensburg,Washington,WA,,,
Elma,Washington,WA,,,
Endicott,Washington,WA,,,
Entiat,Washington,WA,,,
Enumclaw,Washington,WA,,,
Ephrata,Washington,WA,,,
Everett,Washington,WA,,,
Everson,Washington,WA,,,
Fairchild Air Force Base,Washington,WA,,,
Fairfield,Washington,WA,,,
Fall City,Washington,WA,,,
Federal Way,Washington,WA,,,
Ferndale,Washington,WA,,,
Forks,Washington,WA,,,
Freeland,Washington,WA,,,
Friday Harbor,Washington,WA,,,
Garfield,Washington,WA,,,
George,Washington,WA,,,
Gig Harbor,Washington,WA,,,
Gold Bar,Washington,WA,,,
Goldendale,Washington,WA,,,
Graham,Washington,WA,,,
Grand Coulee,Washington,WA,,,
Grandview,Washington,WA,,,
Granger,Washington,WA,,,
Granite Falls,Washington,WA,,,
Greenbank,Washington,WA,,,
Hamilton,Washington,WA,,,
Harrington,Washington,WA,,,
Hartline,Washington,WA,,,
Hay,Washington,WA,,,
Hoodsport,Washington,WA,,,
Hoquiam,Washington,WA,,,
Hunters,Washington,WA,,,
Ilwaco,Washington,WA,,,
Inchelium,Washington,WA,,,
Index,Washington,WA,,,
Issaquah,Washington,WA,,,
Joyce,Washington,WA,,,
Kahlotus,Washington,WA,,,
Kalama,Washington,WA,,,
Keller,Washington,WA,,,
Kelso,Washington,WA,,,
Kenmore,Washington,WA,,,
Kennewick,Washington,WA,,,
Kent,Washington,WA,,,
Kettle Falls,Washington,WA,,,
Keyport,Washington,WA,,,
Kingston,Washington,WA,,,
Kirkland,Washington,WA,,,
Kittitas,Washington,WA,,,
La Center,Washington,WA,,,
La Conner,Washington,WA,,,
La Push,Washington,WA,,,
Lacey,Washington,WA,,,
LaCrosse,Washington,WA,,,
Lake Stevens,Washington,WA,,,
Lakewood,Washington,WA,,,
Lamont,Washington,WA,,,
Langley,Washington,WA,,,
Leavenworth,Washington,WA,,,
Liberty Lake,Washington,WA,,,
Lind,Washington,WA,,,
Long Beach,Washington,WA,,,
Longview,Washington,WA,,,
Lopez Island,Washington,WA,,,
Lummi Island,Washington,WA,,,
Lyle,Washington,WA,,,
Lynden,Washington,WA,,,
Lynnwood,Washington,WA,,,
Mabton,Washington,WA,,,
Manchester,Washington,WA,,,
Mansfield,Washington,WA,,,
Manson,Washington,WA,,,
Maple Falls,Washington,WA,,,
Maple Valley,Washington,WA,,,
Marysville,Washington,WA,,,
Mattawa,Washington,WA,,,
McCleary,Washington,WA,,,
McKenna,Washington,WA,,,
Mead,Washington,WA,,,
Medical Lake,Washington,WA,,,
Medina,Washington,WA,,,
Menlo,Washington,WA,,,
Mercer Island,Washington,WA,,,
Milton,Washington,WA,,,
Monroe,Washington,WA,,,
Montesano,Washington,WA,,,
Morton,Washington,WA,,,
Moses Lake,Washington,WA,,,
Mossyrock,Washington,WA,,,
Mount Vernon,Washington,WA,,,
Mountlake Terrace,Washington,WA,,,
Moxee,Washington,WA,,,
Mukilteo,Washington,WA,,,
Naches,Washington,WA,,,
Napavine,Washington,WA,,,
Naselle,Washington,WA,,,
Nespelem,Washington,WA,,,
Newman Lake,Washington,WA,,,
Newport,Washington,WA,,,
Nine Mile Falls,Washington,WA,,,
Nooksack,Washington,WA,,,
North Bend,Washington,WA,,,
Oak Harbor,Washington,WA,,,
Oakesdale,Washington,WA,,,
Oakville,Washington,WA,,,
Ocean Park,Washington,WA,,,
Ocean Shores,Washington,WA,,,
Odessa,Washington,WA,,,
Okanogan,Washington,WA,,,
Olalla,Washington,WA,,,
Olympia,Washington,WA,,,
Omak,Washington,WA,,,
Onalaska,Washington,WA,,,
Orient,Washington,WA,,,
Orondo,Washington,WA,,,
Oroville,Washington,WA,,,
Orting,Washington,WA,,,
Othello,Washington,WA,,,
Pacific,Washington,WA,,,
Palisades,Washington,WA,,,
Palouse,Washington,WA,,,
Parker,Washington,WA,,,
Pasco,Washington,WA,,,
Paterson,Washington,WA,,,
Pe Ell,Washington,WA,,,
Point Roberts,Washington,WA,,,
Pomeroy,Washington,WA,,,
Port Angeles,Washington,WA,,,
Port Hadlock-Irondale,Washington,WA,,,
Port Ludlow,Washington,WA,,,
Port Orchard,Washington,WA,,,
Port Townsend,Washington,WA,,,
Poulsbo,Washington,WA,,,
Prescott,Washington,WA,,,
Preston,Washington,WA,,,
Prosser,Washington,WA,,,
Pullman,Washington,WA,,,
Puyallup,Washington,WA,,,
Quilcene,Washington,WA,,,
Quincy,Washington,WA,,,
Rainier,Washington,WA,,,
Randle,Washington,WA,,,
Raymond,Washington,WA,,,
Redmond,Washington,WA,,,
Renton,Washington,WA,,,
Republic,Washington,WA,,,
Rice,Washington,WA,,,
Richland,Washington,WA,,,
Ridgefield,Washington,WA,,,
Ritzville,Washington,WA,,,
Riverside,Washington,WA,,,
Rochester,Washington,WA,,,
Rockford,Washington,WA,,,
Roosevelt,Washington,WA,,,
Rosalia,Washington,WA,,,
Roslyn,Washington,WA,,,
Roy,Washington,WA,,,
Royal City,Washington,WA,,,
Salkum,Washington,WA,,,
Sammamish,Washington,WA,,,
Satsop,Washington,WA,,,
Seattle,Washington,WA,,,
Sedro-Woolley,Washington,WA,,,
Sekiu,Washington,WA,,,
Selah,Washington,WA,,,
Sequim,Washington,WA,,,
Shaw Island,Washington,WA,,,
Shelton,Washington,WA,,,
Silverdale,Washington,WA,,,
Silver Lake,Washington,WA,,,
Snohomish,Washington,WA,,,
Snoqualmie,Washington,WA,,,
Snoqualmie Pass,Washington,WA,,,
South Bend,Washington,WA,,,
Southworth,Washington,WA,,,
Spanaway,Washington,WA,,,
Spangle,Washington,WA,,,
Spokane,Washington,WA,,,
Sprague,Washington,WA,,,
Springdale,Washington,WA,,,
Saint John,Washington,WA,,,
Stanwood,Washington,WA,,,
Starbuck,Washington,WA,,,
Steilacoom,Washington,WA,,,
Steptoe,Washington,WA,,,
Stevenson,Washington,WA,,,
Sultan,Washington,WA,,,
Sumas,Washington,WA,,,
Sumner,Washington,WA,,,
Sunnyside,Washington,WA,,,
Tacoma,Washington,WA,,,
Taholah,Washington,WA,,,
Tekoa,Washington,WA,,,
Tenino,Washington,WA,,,
Toledo,Washington,WA,,,
Tonasket,Washington,WA,,,
Toppenish,Washington,WA,,,
Touchet,Washington,WA,,,
Toutle,Washington,WA,,,
Tracyton,Washington,WA,,,
Trout Lake,Washington,WA,,,
Tumwater,Washington,WA,,,
Twisp,Washington,WA,,,
Union,Washington,WA,,,
University Place,Washington,WA,,,
Valley,Washington,WA,,,
Valleyford,Washington,WA,,,
Vancouver,Washington,WA,,,
Vashon,Washington,WA,,,
Waitsburg,Washington,WA,,,
Walla Walla,Washington,WA,,,
Wapato,Washington,WA,,,
Warden,Washington,WA,,,
Washougal,Washington,WA,,,
Washtucna,Washington,WA,,,
Waterville,Washington,WA,,,
Wellpinit,Washington,WA,,,
Wenatchee,Washington,WA,,,
Westport,Washington,WA,,,
White Swan,Washington,WA,,,
Wilbur,Washington,WA,,,
Wilkeson,Washington,WA,,,
Winlock,Washington,WA,,,
Winthrop,Washington,WA,,,
Wishram,Washington,WA,,,
Woodinville,Washington,WA,,,
Woodland,Washington,WA,,,
Yakima,Washington,WA,,,
Yelm,Washington,WA,,,
Zillah,Washington,WA,,,
Alderwood Manor,Washington,WA,,,
Artondale,Washington,WA,,,
Bonney Lake,Washington,WA,,,
Burien,Washington,WA,,,
Camano Island,Washington,WA,,,
Cascade-Fairwood,Washington,WA,,,
Cottage Lake,Washington,WA,,,
Country Homes,Washington,WA,,,
Covington,Washington,WA,,,
Des Moines,Washington,WA,,,
East Hill-Meridian,Washington,WA,,,
East Renton Highlands,Washington,WA,,,
Edgewood,Washington,WA,,,
Elk Plain,Washington,WA,,,
Fife,Washington,WA,,,
Five Corners,Washington,WA,,,
Hazel Dell North,Washington,WA,,,
Inglewood-Finn Hill,Washington,WA,,,
Lakeland North,Washington,WA,,,
Maltby,Washington,WA,,,
Martha Lake,Washington,WA,,,
Mill Creek,Washington,WA,,,
Mirrormont,Washington,WA,,,
North Creek,Washington,WA,,,
Paine Field-Lake Stickney,Washington,WA,,,
Parkland,Washington,WA,,,
Parkwood,Washington,WA,,,
Picnic Point-North Lynnwood,Washington,WA,,,
Salmon Creek,Washington,WA,,,
SeaTac,Washington,WA,,,
Shoreline,Washington,WA,,,
South Hill,Washington,WA,,,
Spokane Valley,Washington,WA,,,
Three Lakes,Washington,WA,,,
Tukwila,Washington,WA,,,
Union Hill-Novelty Hill,Washington,WA,,,
West Richland,Washington,WA,,,
White Center,Washington,WA,,,
White Salmon,Washington,WA,,,
Abbotsford,Wisconsin,WI,,,
Abrams,Wisconsin,WI,,,
Adams,Wisconsin,WI,,,
Afton,Wisconsin,WI,,,
Albany,Wisconsin,WI,,,
Algoma,Wisconsin,WI,,,
Allenton,Wisconsin,WI,,,
Alma,Wisconsin,WI,,,
Alma Center,Wisconsin,WI,,,
Almond,Wisconsin,WI,,,
Altoona,Wisconsin,WI,,,
Amberg,Wisconsin,WI,,,
Amery,Wisconsin,WI,,,
Amherst,Wisconsin,WI,,,
Antigo,Wisconsin,WI,,,
Appleton,Wisconsin,WI,,,
Arcadia,Wisconsin,WI,,,
Arena,Wisconsin,WI,,,
Argyle,Wisconsin,WI,,,
Arlington,Wisconsin,WI,,,
Ashippun,Wisconsin,WI,,,
Ashland,Wisconsin,WI,,,
Athens,Wisconsin,WI,,,
Auburndale,Wisconsin,WI,,,
Augusta,Wisconsin,WI,,,
Avoca,Wisconsin,WI,,,
Bagley,Wisconsin,WI,,,
Baldwin,Wisconsin,WI,,,
Balsam Lake,Wisconsin,WI,,,
Bangor,Wisconsin,WI,,,
Baraboo,Wisconsin,WI,,,
Barneveld,Wisconsin,WI,,,
Barron,Wisconsin,WI,,,
Bassett,Wisconsin,WI,,,
Bayfield,Wisconsin,WI,,,
Bear Creek,Wisconsin,WI,,,
Beaver Dam,Wisconsin,WI,,,
Belgium,Wisconsin,WI,,,
Belleville,Wisconsin,WI,,,
Belmont,Wisconsin,WI,,,
Beloit,Wisconsin,WI,,,
Benton,Wisconsin,WI,,,
Berlin,Wisconsin,WI,,,
Big Bend,Wisconsin,WI,,,
Birchwood,Wisconsin,WI,,,
Black Earth,Wisconsin,WI,,,
Black River Falls,Wisconsin,WI,,,
Blair,Wisconsin,WI,,,
Blanchardville,Wisconsin,WI,,,
Blenker,Wisconsin,WI,,,
Bloomer,Wisconsin,WI,,,
Blue Mounds,Wisconsin,WI,,,
Blue River,Wisconsin,WI,,,
Bonduel,Wisconsin,WI,,,
Boscobel,Wisconsin,WI,,,
Boulder Junction,Wisconsin,WI,,,
Bowler,Wisconsin,WI,,,
Boyceville,Wisconsin,WI,,,
Briggsville,Wisconsin,WI,,,
Brillion,Wisconsin,WI,,,
Brodhead,Wisconsin,WI,,,
Brokaw,Wisconsin,WI,,,
Brookfield,Wisconsin,WI,,,
Brownsville,Wisconsin,WI,,,
Bruce,Wisconsin,WI,,,
Brussels,Wisconsin,WI,,,
Burlington,Wisconsin,WI,,,
Butler,Wisconsin,WI,,,
Butternut,Wisconsin,WI,,,
Cable,Wisconsin,WI,,,
Cadott,Wisconsin,WI,,,
Cambria,Wisconsin,WI,,,
Cambridge,Wisconsin,WI,,,
Cameron,Wisconsin,WI,,,
Camp Douglas,Wisconsin,WI,,,
Campbellsport,Wisconsin,WI,,,
Cascade,Wisconsin,WI,,,
Casco,Wisconsin,WI,,,
Cashton,Wisconsin,WI,,,
Cassville,Wisconsin,WI,,,
Cazenovia,Wisconsin,WI,,,
Cedar Grove,Wisconsin,WI,,,
Cedarburg,Wisconsin,WI,,,
Centuria,Wisconsin,WI,,,
Chetek,Wisconsin,WI,,,
Chilton,Wisconsin,WI,,,
Chippewa Falls,Wisconsin,WI,,,
Clayton,Wisconsin,WI,,,
Clear Lake,Wisconsin,WI,,,
Cleveland,Wisconsin,WI,,,
Clinton,Wisconsin,WI,,,
Clintonville,Wisconsin,WI,,,
Cochrane,Wisconsin,WI,,,
Colby,Wisconsin,WI,,,
Coleman,Wisconsin,WI,,,
Colfax,Wisconsin,WI,,,
Coloma,Wisconsin,WI,,,
Columbus,Wisconsin,WI,,,
Combined Locks,Wisconsin,WI,,,
Coon Valley,Wisconsin,WI,,,
Cornell,Wisconsin,WI,,,
Cottage Grove,Wisconsin,WI,,,
Crandon,Wisconsin,WI,,,
Crivitz,Wisconsin,WI,,,
Cross Plains,Wisconsin,WI,,,
Cuba City,Wisconsin,WI,,,
Cudahy,Wisconsin,WI,,,
Cumberland,Wisconsin,WI,,,
Dallas,Wisconsin,WI,,,
Darlington,Wisconsin,WI,,,
DeForest,Wisconsin,WI,,,
De Pere,Wisconsin,WI,,,
De Soto,Wisconsin,WI,,,
Deerfield,Wisconsin,WI,,,
Delafield,Wisconsin,WI,,,
Delavan,Wisconsin,WI,,,
Denmark,Wisconsin,WI,,,
Dodgeville,Wisconsin,WI,,,
Dorchester,Wisconsin,WI,,,
Dousman,Wisconsin,WI,,,
Downsville,Wisconsin,WI,,,
Dresser,Wisconsin,WI,,,
Durand,Wisconsin,WI,,,
Eagle,Wisconsin,WI,,,
Eagle River,Wisconsin,WI,,,
East Troy,Wisconsin,WI,,,
Eau Claire,Wisconsin,WI,,,
Eden,Wisconsin,WI,,,
Edgar,Wisconsin,WI,,,
Edgerton,Wisconsin,WI,,,
Eleva,Wisconsin,WI,,,
Elk Mound,Wisconsin,WI,,,
Elkhart Lake,Wisconsin,WI,,,
Elkhorn,Wisconsin,WI,,,
Ellsworth,Wisconsin,WI,,,
Elm Grove,Wisconsin,WI,,,
Elmwood,Wisconsin,WI,,,
Elroy,Wisconsin,WI,,,
Endeavor,Wisconsin,WI,,,
Evansville,Wisconsin,WI,,,
Fairwater,Wisconsin,WI,,,
Fall Creek,Wisconsin,WI,,,
Fall River,Wisconsin,WI,,,
Fennimore,Wisconsin,WI,,,
Fifield,Wisconsin,WI,,,
Fish Creek,Wisconsin,WI,,,
Florence,Wisconsin,WI,,,
Fond du Lac,Wisconsin,WI,,,
Fontana-on-Geneva Lake,Wisconsin,WI,,,
Forestville,Wisconsin,WI,,,
Fountain City,Wisconsin,WI,,,
Francis Creek,Wisconsin,WI,,,
Franklin,Wisconsin,WI,,,
Frederic,Wisconsin,WI,,,
Fredonia,Wisconsin,WI,,,
Friendship,Wisconsin,WI,,,
Fort Atkinson,Wisconsin,WI,,,
Galesville,Wisconsin,WI,,,
Gays Mills,Wisconsin,WI,,,
Germantown,Wisconsin,WI,,,
Gillett,Wisconsin,WI,,,
Gilman,Wisconsin,WI,,,
Gilmanton,Wisconsin,WI,,,
Glenwood City,Wisconsin,WI,,,
Glidden,Wisconsin,WI,,,
Goodman,Wisconsin,WI,,,
Grafton,Wisconsin,WI,,,
Grand Marsh,Wisconsin,WI,,,
Granton,Wisconsin,WI,,,
Grantsburg,Wisconsin,WI,,,
Green Bay,Wisconsin,WI,,,
Green Lake,Wisconsin,WI,,,
Greendale,Wisconsin,WI,,,
Greenwood,Wisconsin,WI,,,
Hales Corners,Wisconsin,WI,,,
Hammond,Wisconsin,WI,,,
Hancock,Wisconsin,WI,,,
Hartford,Wisconsin,WI,,,
Hartland,Wisconsin,WI,,,
Hawkins,Wisconsin,WI,,,
Hayward,Wisconsin,WI,,,
Hazel Green,Wisconsin,WI,,,
Helenville,Wisconsin,WI,,,
Hewitt,Wisconsin,WI,,,
Highland,Wisconsin,WI,,,
Hilbert,Wisconsin,WI,,,
Hillsboro,Wisconsin,WI,,,
Holcombe,Wisconsin,WI,,,
Holmen,Wisconsin,WI,,,
Horicon,Wisconsin,WI,,,
Hortonville,Wisconsin,WI,,,
Hubertus,Wisconsin,WI,,,
Hudson,Wisconsin,WI,,,
Hurley,Wisconsin,WI,,,
Hustisford,Wisconsin,WI,,,
Independence,Wisconsin,WI,,,
Iola,Wisconsin,WI,,,
Iron Ridge,Wisconsin,WI,,,
Jackson,Wisconsin,WI,,,
Janesville,Wisconsin,WI,,,
Jefferson,Wisconsin,WI,,,
Johnson Creek,Wisconsin,WI,,,
Juda,Wisconsin,WI,,,
Junction City,Wisconsin,WI,,,
Juneau,Wisconsin,WI,,,
Kaukauna,Wisconsin,WI,,,
Kenosha,Wisconsin,WI,,,
Keshena,Wisconsin,WI,,,
Kewaskum,Wisconsin,WI,,,
Kewaunee,Wisconsin,WI,,,
Kiel,Wisconsin,WI,,,
Kimberly,Wisconsin,WI,,,
Kohler,Wisconsin,WI,,,
La Crosse,Wisconsin,WI,,,
La Farge,Wisconsin,WI,,,
La Valle,Wisconsin,WI,,,
Lac du Flambeau,Wisconsin,WI,,,
Ladysmith,Wisconsin,WI,,,
Lake Geneva,Wisconsin,WI,,,
Lake Mills,Wisconsin,WI,,,
Lancaster,Wisconsin,WI,,,
Land O  Lakes,Wisconsin,WI,,,
Lannon,Wisconsin,WI,,,
Lena,Wisconsin,WI,,,
Little Chute,Wisconsin,WI,,,
Livingston,Wisconsin,WI,,,
Lodi,Wisconsin,WI,,,
Lomira,Wisconsin,WI,,,
Lowell,Wisconsin,WI,,,
Loyal,Wisconsin,WI,,,
Luck,Wisconsin,WI,,,
